id,nome,tipo_registro,categoria_principal,categorias_secundarias,resumo,cidade,uf,rua,numero,bairro,complemento,latitude,longitude,telefone,whatsapp,email,site,instagram,horario_funcionamento,servicos_atracoes,acessibilidade,necessita_reserva,cadastur,url_origem,url_mapa,status_revisao,situacao_catalogo,alertas_catalogo,fontes_consultadas
atm_0180,Ctepa- Clube de Tiro Altamira,empresa,Clube de tiro,atrativos,"Entidade turística consolidada: CTEPA- Clube de Tiro Altamira, localizado em Altamira/PA. A categoria principal é Clube de tiro, com a secundária de atrativos. O contato é (93) 99215-6012 e o endereço é Altamira, PA. Coordenadas e dados obtidos via Google Maps (2026-09-11).",Altamira,PA,,,,,"-3,1418301","-52,2288416",(93) 99215-6012,,,,,,,,,,https://www.google.com/maps/place/CTEPA-+Clube+de+Tiro+Altamira/data=!4m7!3m6!1s0x92923a3406940771:0x8eeefe9d72107a8c!8m2!3d-3.1418301!4d-52.2288416!16s%2Fg%2F11f50sxbq0!19sChIJcQeUBjQ6kpIRjHoQcp3-7o4?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1418301,-52.2288416",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0181,Altabeach Arena,empresa,Clube esportivo,atrativos,"Entidade turística consolidada como Altabeach arena, um clube esportivo em Altamira-PA. O endereço é Tv. Búfalo - Esplanada do Xingu, e o contato principal é (93) 99150-0850. As coordenadas e o bairro foram obtidos via Google Maps.",Altamira,PA,Tv. Búfalo,,Esplanada do Xingu,,"-3,2132122","-52,2158491",(93) 99150-0850,,,,,,,,,,https://www.google.com/maps/place/Altabeach+arena/data=!4m7!3m6!1s0x929239410a709497:0x19b6ab7436e89a71!8m2!3d-3.2132122!4d-52.2158491!16s%2Fg%2F11md4ht3j6!19sChIJl5RwCkE5kpIRcZroNnSrthk?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2132122,-52.2158491",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira | https://www.econodata.com.br/consulta-empresa/18401603000160-arena-beach-club-atm-ltda | https://www.econodata.com.br/consulta-empresa/17723600000180-cabornas-espaco-brinquedolandia-ltda
atm_0182,Xingu Contest Fisiculturismo,empresa,Clube esportivo,atrativos,"Entidade turística consolidada: Xingu Contest Fisiculturismo, um clube esportivo em Altamira-PA. O endereço é Av. João Coelho - Brasília, e o contato é (85) 99993-5393. O site oficial é https://www.instagram.com/xingucontest. (Fonte: google_maps, 2026-09-11)",Altamira,PA,Av. João Coelho,,Brasília,,"-3,1965018","-52,2120012",(85) 99993-5393,,,https://www.instagram.com/xingucontest,,,,,,,https://www.google.com/maps/place/Xingu+Contest+Fisiculturismo/data=!4m7!3m6!1s0x9292399a9e32b4fb:0x7b6fea16e14e6b6!8m2!3d-3.1965018!4d-52.2120012!16s%2Fg%2F11t1h46fzw!19sChIJ-7Qynpo5kpIRtuYUbqH-tgc?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1965018,-52.2120012",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0183,Chácara Altamirense,empresa,Complexo de condomínio,atrativos,"A entidade Chácara Altamirense foi consolidada com dados de fonte única (google_maps:495:83aba5d8ae). É classificada como Complexo de condomínio, localizada em Altamira/PA, no bairro Mutirão. O endereço é Tv. Luíz Né da Silva, 15, e as coordenadas são -3.1693339, -52.2252133 (Fonte: google_maps, Data: 2026-09-11 13:34:05).",Altamira,PA,Tv. Luíz Né da Silva,15,Mutirão,,"-3,1693339","-52,2252133",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara/data=!4m7!3m6!1s0x929239006c4d5dc9:0x3cbd3eb3b0bfa80c!8m2!3d-3.1696292!4d-52.2232823!16s%2Fg%2F11z65h3qjc!19sChIJyV1NbAA5kpIRDKi_sLM-vTw?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1693339,-52.2252133",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0184,Parque do Açaí - Entrada No Castelo - Condomínio,empresa,Complexo de condomínio,atrativos,"Entidade turística consolidada como Parque do Açaí - Entrada no Castelo - Condomínio, um Complexo de condomínio em Altamira/PA. O endereço é na Rod. Transamazônica, e as coordenadas foram obtidas via Google Maps (2026-09-11). Pendências: Nenhuma.",Altamira,PA,"Rod. Transamazônica, Km",4,Bela Vista,,"-3,2096212","-52,2410128",,,,,,,,,,,https://www.google.com/maps/place/Parque+do+A%C3%A7a%C3%AD+-+Entrada+no+Castelo+-+Condom%C3%ADnio/data=!4m7!3m6!1s0x929239000c8b57e7:0x456e337fac7395b3!8m2!3d-3.2096212!4d-52.2410128!16s%2Fg%2F11z2t1dkcn!19sChIJ51eLDAA5kpIRs5VzrH8zbkU?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2096212,-52.2410128",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0185,Chacara Danilo,empresa,Complexo habitacional,atrativos,"A entidade turística é a CHACARA DANILO, classificada como Complexo habitacional e atrativo. Localizada em Altamira, PA. O endereço fornecido é Altamira, PA. As coordenadas são -3.1684786, -52.2300714 (Fonte: google_maps:475:83aba5d8ae, 2026-09-11). Foi priorizada a opção com o nome mais específico e as coordenadas associadas.",Altamira,PA,,,,,"-3,1684786","-52,2300714",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara/data=!4m7!3m6!1s0x929239006c4d5dc9:0x3cbd3eb3b0bfa80c!8m2!3d-3.1696292!4d-52.2232823!16s%2Fg%2F11z65h3qjc!19sChIJyV1NbAA5kpIRDKi_sLM-vTw?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1684786,-52.2300714",revisado_com_pendencias,Revisar,sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0186,Chácara Pejaks,empresa,Complexo habitacional,atrativos,"A entidade turística é a Chácara Pejaks, localizada em Altamira, PA. O endereço completo é Chacara pejaks - Rm, - princesa do xingu, 32 - Zona rural, Altamira - PA, 68371-001. É classificada como Complexo habitacional e atrativo. Coordenadas: -3.1747196, -52.2466203 (Fonte: google_maps, 2026-09-11).",Altamira,PA,Chacara Pejaks,,Zona Rural,"Rm - Princesa do Xingu, 32","-3,1747196","-52,2466203",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara/data=!4m7!3m6!1s0x929239006c4d5dc9:0x3cbd3eb3b0bfa80c!8m2!3d-3.1696292!4d-52.2232823!16s%2Fg%2F11z65h3qjc!19sChIJyV1NbAA5kpIRDKi_sLM-vTw?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1747196,-52.2466203",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0187,Chácara Santo Antônio,empresa,Complexo habitacional,atrativos,"A entidade turística é a Chácara Santo Antônio, classificada como Complexo habitacional e atrativo. Localizada em Altamira, PA, o endereço registrado é QP9W+MH - Ibiza, Altamira - PA. As coordenadas são -3.230789, -52.253602 (Fonte: google_maps:471:83aba5d8ae). Foi priorizada a opção com o nome completo e maior consistência de dados de localização.",Altamira,PA,,,Ibiza,,"-3,230789","-52,253602",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara/data=!4m7!3m6!1s0x929239006c4d5dc9:0x3cbd3eb3b0bfa80c!8m2!3d-3.1696292!4d-52.2232823!16s%2Fg%2F11z65h3qjc!19sChIJyV1NbAA5kpIRDKi_sLM-vTw?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.230789,-52.253602",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira | https://conceicaodosouros.mg.gov.br/venda/cytotec-11-91772-9962-altamira---nova-altamira---pa
atm_0188,Chácara Pv3,empresa,Complexo habitacional,atrativos,"A entidade turística é 'Chácara pv3', localizada em Altamira, PA. A categoria principal é Complexo habitacional, com a secundária de atrações. O endereço registrado é RMGW+P6 - Altamira, PA, com coordenadas específicas fornecidas pela fonte google_maps:494:83aba5d8ae.",Altamira,PA,,,,,"-3,1732189","-52,3044809",,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara+Altamira/data=!4m7!3m6!1s0x9292393521b6b6ad:0x6107bac594b27af8!8m2!3d-3.1896673!4d-52.2403956!16s%2Fg%2F11scfgcg_m!19sChIJrba2ITU5kpIR-HqylMW6B2E?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1732189,-52.3044809",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0189,União da Floresta,empresa,Comunidade Rural,"Comércio, Gastronomia Regional, Posto de Combustidade","União da Floresta é uma comunidade rural em Altamira/PA, localizada na BR-230. Oferece serviços como alimentação (restaurantes para almoço/lanche), abastecimento de combustível e comércio. É um ponto de parada para viajantes, motoristas e caminhoneiros, não exigindo reserva.",Altamira,PA,"Comunidade União da Floresta, Br-230",,,,,,,,,,,,"Alimentação, abastecimento de combustível",,Não,,https://www.youtube.com/watch?v=3TWp18LTg_Q,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0190,Sl Pneus,empresa,Comércio de Pneu,combustivel,"Entidade turística consolidada: SL Pneus, um comércio de pneu e combustível em Altamira/PA. O endereço é Av. Alacid Nunes, 2341 - Jardim Uirapuru. Contato: (93) 99244-2206. Coordenadas e dados extraídos do Google Maps (2026-09-11).",Altamira,PA,Av. Alacid Nunes,2341,Jardim Uirapuru,,"-3,2088182","-52,2166694",(93) 99244-2206,,,,,,,,,,https://www.google.com/maps/place/SL+Pneus/data=!4m7!3m6!1s0x9292387d811800af:0xbc2ff9904e286010!8m2!3d-3.2088182!4d-52.2166694!16s%2Fg%2F1tgzcdzc!19sChIJrwAYgX04kpIREGAoTpD5L7w?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2088182,-52.2166694",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0191,Chácara Unicasa,empresa,Comércio de materiais de construção,atrativos,"A entidade turística é a Chácara UNICASA, classificada como Comércio de materiais de construção. O endereço é Rod. Magalhães Barata - Altamira, PA, com telefone (93) 99172-9779. As coordenadas e informações foram extraídas da fonte google_maps:498:83aba5d8ae.",Altamira,PA,Rod. Magalhães Barata -,,,,"-3,1724696","-52,2266128",(93) 99172-9779,,,,,,,,,,https://www.google.com/maps/place/Ch%C3%A1cara+Altamira/data=!4m7!3m6!1s0x9292393521b6b6ad:0x6107bac594b27af8!8m2!3d-3.1896673!4d-52.2403956!16s%2Fg%2F11scfgcg_m!19sChIJrba2ITU5kpIR-HqylMW6B2E?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1724696,-52.2266128",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0192,Correios E Telégrafo - Altamira-Pa,empresa,Correios,passeios_agencias,"Entidade turística consolidada: Correios e Telégrafo - Altamira-PA. É um Correios localizado no Centro de Altamira-PA. Endereço: Tv. Pedro Gomes, 785. Contato: (93) 3515-2755. Site: http://www2.correios.com.br/. Coordenadas e dados extraídos do Google Maps (2026-09-11).",Altamira,PA,Tv. Pedro Gomes,785,Centro,,"-3,2078058","-52,2162446",(93) 3515-2755,,,http://www2.correios.com.br/,,,,,,,https://www.google.com/maps/place/Correios+e+Tel%C3%A9grafo+-+Altamira-PA/data=!4m7!3m6!1s0x9292386c48b9d249:0x9dc18d944402a590!8m2!3d-3.2078058!4d-52.2162446!16s%2Fg%2F11b6nq43x4!19sChIJSdK5SGw4kpIRkKUCRJSNwZ0?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2078058,-52.2162446",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0193,Restaurante Popular,empresa,Cozinha solidária,alimentacao,"Restaurante Popular em Altamira, PA. A categoria principal é Cozinha solidária, com serviços de alimentação. O endereço é 125, R. 7 de Setembro - Centro, Altamira - PA. Coordenadas: -3.20506, -52.2101511. (Fonte: google_maps:349:83aba5d8ae)",Altamira,PA,"125, R. 7 de Setembro",,Centro,,"-3,20506","-52,2101511",,,,,,,,,,,https://www.google.com/maps/place/Restaurante+Popular/data=!4m7!3m6!1s0x929238148bf2e0c3:0xe9d5c15d82602ae0!8m2!3d-3.20506!4d-52.2101511!16s%2Fg%2F11df168drb!19sChIJw-DyixQ4kpIR4Cpggl3B1ek?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.20506,-52.2101511",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira | https://restaurantguru.com.br/Restaurante-Popular-Altamira
atm_0194,Casa de Memória Xingu,empresa,Cultura,"Cultura Indígena, História de Belo Monte","A Casa de Memória Xingu em Altamira/PA é um espaço cultural que aborda o território patrimonial da Transamazônica, com exposições interativas. O endereço sugerido é Avenida João Pessoa, s/nº – Centro. Possui serviços como Tour do Espaço Sensorial e atrai interessados em história e cultura. A fonte principal é o portal Visit Altamira, complementado por informações do Diário do Xingu.",Altamira,PA,Avenida João Pessoa,S/N,º – Centro,,,,,,,,,,Tour do Espaço Sensorial,,,,https://visitaltamira.com.br/pt/ponto/10,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://diariodoxingu.com/noticias/casa-de-memoria-do-xingu-sera-entregue-para-a-prefeitura-de-altamira-nesta-sexta-feira
atm_0195,Casa do Artesanato,empresa,Cultura,Cultura Local,"Casa do Artesanato em Altamira/PA. É um espaço cultural com artesanato em madeira, cerâmica, palha e tecidos. O horário de funcionamento é 'Abre no período da tarde' (fonte: youtube). Possui serviços de compra de artesanato. A fonte mais completa é a do Visita Altamira (visitaltamira:10:320ea3a512), que fornece a imagem de capa e galeria de fotos.",Altamira,PA,,,,,,,,,,,,Abre no período da tarde,Compra de artesanato,,,,https://visitaltamira.com.br/pt/ponto/casa-do-artesanato,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0196,Concha Acústica de Altamira,empresa,Cultura,"Shows, Eventos, Música ao vivo","A Concha Acústica de Altamira é um espaço cultural emblemático, localizado na Orla de Altamira, PA. É palco de shows e eventos artísticos, atraindo o público em geral. O local combina natureza e arte, sendo um ponto de lazer e celebração na cidade.",Altamira,PA,"Orla de Altamira, Pará",,,,,,,,,,,Apresentações frequentes aos finais de semana.,"Shows, eventos culturais",,,,https://visitaltamira.com.br/pt/ponto/concha-acustica-de-altamira,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0197,Memorial do Festival de Cultura E Jogos Indígenas,empresa,Cultura,,"Memorial do Festival de Cultura e Jogos Indígenas em Altamira/PA. É uma escultura de guerreiro indígena, ligada ao evento cultural. O endereço associado é o auditório da ACIAPA. As informações são primariamente da fonte 'visitaltamira', com endereço complementar de 'live_85463c96df'.",Altamira,PA,Auditório da Associação Comercial E Industrial de Altamira (Aciapa),,,,,,,,,,,,,,,,https://visitaltamira.com.br/pt/ponto/memorial-do-festival-de-cultura-e-jogos-indigenas,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://visitamazonia.com.br/Post/246397/jornalistas-da-abrajet-participam-de-cobertura-do-i-festival-de-cultura-e-jogos-indigenas-do-xingu
atm_0198,Praça Glauco Meireles,empresa,Cultura,,"A Praça Glauco Meireles, classificada como Cultura, é um ponto de lazer e convivência em Altamira/PA. É descrita como um refúgio urbano com áreas arborizadas, ideal para famílias e eventos comunitários. As informações foram extraídas da fonte visitaltamira (2026-09-11).",Altamira,PA,,,,,,,,,,,,,,,,,https://visitaltamira.com.br/pt/ponto/praca-glauco-meireles,,revisado,Revisar,sem coordenadas | sem endereço | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0199,Praça Pio Xii (Praça do Mattias),empresa,Cultura,,"Praça Pio XII (Praça do Mattias) é um ponto cultural em Altamira/PA. É um espaço público tradicional e acolhedor, conhecido por ser um local de encontro e memória afetiva para a população local. A fonte é o portal Visit Altamira (2026-09-11).",Altamira,PA,,,,,,,,,,,,,,,,,https://visitaltamira.com.br/pt/ponto/praca-pio-xii-praca-do-mattias,,revisado_com_pendencias,Revisar,sem coordenadas | sem endereço | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0200,Praça da Independência,empresa,Cultura,,"Consolidado os dados da Praça da Independência em Altamira/PA. Utiliza o nome e a categoria da fonte Visita Altamira, mas o endereço, bairro, coordenadas e a imagem de capa foram priorizados da fonte Google Maps. A praça é descrita como um espaço vibrante para lazer e convivência.",Altamira,PA,Rua da Orla de Altamira,,Recreio,,"-3,2131328","-52,2120564",,,,,,,,,,,https://visitaltamira.com.br/pt/ponto/praca-da-independencia,"https://www.google.com/maps?q=-3.2131328,-52.2120564",revisado,Revisar,sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0201,Praça do Avião,empresa,Cultura,atrativos,"A Praça do Avião em Altamira (PA) é um ponto turístico que combina lazer e curiosidade, notável por ter um avião ATR-72 transformado em lanchonete. O endereço é Av. Nova Altamira e as coordenadas são -3.2005274, -52.2550971. A fonte principal de dados é a Visita Altamira, complementada por informações do Google Maps.",Altamira,PA,Av. Nova Altamira -,,,,"-3,2005274","-52,2550971",,,,http://shoppingserradourada.com.br/,,,,,,,https://visitaltamira.com.br/pt/ponto/praca-do-aviao,"https://www.google.com/maps?q=-3.2005274,-52.2550971",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira | https://atarde.com.br/turismo/a-cidade-desconhecida-do-brasil-que-surpreende-por-ser-maior-que-100-paises-1370032
atm_0202,Teatro Municipal Jarbas Passarinho,empresa,Cultura,,"Teatro Municipal Jarbas Passarinho é um símbolo cultural de Altamira/PA. É um espaço com arquitetura imponente que recebe espetáculos, musicais e eventos, valorizando a arte e a cultura regional. As informações foram extraídas do portal Visit Altamira (2026-09-11).",Altamira,PA,,,,,,,,,,,,,,,,,https://visitaltamira.com.br/pt/ponto/teatro-municipal-jarbas-passarinho,,revisado,Revisar,sem coordenadas | sem endereço | sem contato,cadastur | google_maps | youtube | visitaltamira
atm_0203,Festival de Cultura E Jogos Indígenas do Xingu,empresa,Cultura Indígena,"Festival, Esporte","Jogos Indígenas em Altamira/PA. O evento é classificado como Cultura Indígena e Festival/Esporte. O horário de funcionamento é em julho, com atrações como competições esportivas e culturais. O público-alvo inclui turistas e entusiastas de cultura indígena. A fonte principal é um vídeo do YouTube (youtube:96:1dcfa867f9), com menção a um festival em julho (live_4e2cff77c4).",Altamira,PA,,,,,,,,,,,,Mês de julho,Competições esportivas e culturais,,,,https://www.youtube.com/watch?v=QLyo4Ytlmo8,,revisado,Revisar,sem coordenadas | sem contato,cadastur | google_maps | youtube | visitaltamira | https://altamira.pa.gov.br/festival-de-cultura-e-jogos-indigenas-do-xingu-altamira-realiza-evento-inedito-entre-os-dias-16-e-20-de-julho/
atm_0204,Festival Folclórico de Altamira,empresa,Cultura e Folclore,"Danças Típicas, Carimbó, Sirimbó, Cultura Regional","O Festival Folclórico de Altamira é um evento cultural em Altamira/PA, focado em danças típicas como Carimbó, Sirimbó e Toada. O local sugerido é o estacionamento do Centro de Eventos de Altamira, com funcionamento a partir das 20h, conforme fonte web verificada. As atrações incluem competições de danças típicas.",Altamira,PA,Estacionamento do Centro de Eventos de Altamira,,,,,,,,,,,a partir das 20h,Competição de danças típicas,,,,https://www.youtube.com/watch?v=cPuQr_1SnIk,,revisado_com_pendencias,Revisar,sem coordenadas | sem contato | pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://g1.globo.com/pa/para/noticia/2026/08/22/festival-folclorico-de-altamira-no-pa-encerra-neste-sabado-22-com-musica-danca-e-tradicoes.ghtml
atm_0205,Polícia Civil Delegacia de Proteção A Mulher,empresa,Delegacia de Polícia,seguranca,"A Polícia Civil Delegacia de Proteção a Mulher em Altamira, PA, pode ser localizada no R. Curitiba, 68372-005 - Jardim Uirapuru. O telefone é (93) 3515-5422. O horário de funcionamento, segundo fonte web, é Sexta-feira 08:00 – 18:00. As coordenadas e a categoria principal são baseadas no Google Maps.",Altamira,PA,"R. Curitiba, 68372-005",,Jardim Uirapuru,,"-3,2097711","-52,225234",(93) 3515-5422,,,,,Sexta-feira 08:00 – 18:00,,,,,https://www.google.com/maps/place/Pol%C3%ADcia+Civil+Delegacia+de+Prote%C3%A7%C3%A3o+a+Mulher/data=!4m7!3m6!1s0x9292478f267013d1:0x5c5a98bd317850c6!8m2!3d-3.2097711!4d-52.225234!16s%2Fg%2F1ptwc11r2!19sChIJ0RNwJo9HkpIRxlB4Mb2YWlw?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2097711,-52.225234",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://altamira-pa.brasil-infos.com/policia-civil-delegacia-de-protecao-mulher/ | https://www.locaisdobrasil.com.br/encontre/delegacia-de-policia/altamira-pa/policia-civil-delegacia-de-protecao-a-mulher/658ec9ac5b61b875da18e4da
atm_0206,Delegacia Especializada de Atendimento A Mulher,empresa,Delegacia de polícia,seguranca,"A entidade é a Delegacia Especializada de Atendimento a Mulher em Altamira, PA. O endereço é Altamira, PA, 68374-120, com telefone (93) 3515-5422. A categoria principal é Delegacia de polícia, e a fonte primária é o Google Maps (2026-09-11). Coordenadas e bairro também foram extraídos desta fonte.",Altamira,PA,,,120,,"-3,2098127","-52,2251588",(93) 3515-5422,,,,,,,,,,https://www.google.com/maps/place/Delegacia+Especializada+de+Atendimento+a+Mulher/data=!4m7!3m6!1s0x929238652369d45d:0x9de8c792e9aab67e!8m2!3d-3.2098127!4d-52.2251588!16s%2Fg%2F11gff9n4hp!19sChIJXdRpI2U4kpIRfraq6ZLH6J0?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2098127,-52.2251588",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira | https://www.tjse.jus.br/portaldamulher/rede-de-enfrentamento/equipamentos/deams | https://www.locaisdobrasil.com.br/encontre/delegacia-de-policia/sao-joao-de-meriti-rj/deam-delegacia-especializada-no-atendimento-a-mulher/6583635c3a21846904466dc2
atm_0207,Delegacia Especializada de Conflitos Agrários - Deca Altamira,empresa,Delegacia de polícia,seguranca,"A Delegacia Especializada de Conflitos Agrários - DECA Altamira está localizada em Altamira/PA, no bairro São Sebastiao. O endereço é Av. Brg. Eduardo Gomes, 2725. O contato telefônico é (91) 98560-2304. A fonte é o Google Maps (2026-09-11).",Altamira,PA,Av. Brg. Eduardo Gomes,2725,São Sebastiao,,"-3,2140972","-52,2148346",(91) 98560-2304,,,,,,,,,,https://www.google.com/maps/place/Delegacia+Especializada+de+Conflitos+Agr%C3%A1rios+-+DECA+Altamira/data=!4m7!3m6!1s0x92923951eecb5a35:0xc2f2be63220492ed!8m2!3d-3.2140972!4d-52.2148346!16s%2Fg%2F11tht3k3sz!19sChIJNVrL7lE5kpIR7ZIEImO-8sI?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.2140972,-52.2148346",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0208,"By Akira Delivery, Comida Japoneza E Pizza",empresa,Delivery de Pizza,alimentacao,"Entidade turística consolidada: By Akira Delivery, Comida Japoneza E Pizza. É um delivery de pizza e alimentação em Altamira/PA. Endereço: 100, R. Profa. Beliza de Castro, 2 - Jardim Independente II. Contato: (93) 99160-8014. Coordenadas e dados obtidos via Google Maps (2026-09-11).",Altamira,PA,"100, R. Profa. Beliza de Castro",2,Jardim Independente Ii,,"-3,22154","-52,2212999",(93) 99160-8014,,,,,,,,,,"https://www.google.com/maps/place/By+Akira+Delivery,+Comida+Japoneza+E+Pizza/data=!4m7!3m6!1s0x92924788e9d055ab:0xb1772a11fe4d4129!8m2!3d-3.22154!4d-52.2212999!16s%2Fg%2F11clhr0s3h!19sChIJq1XQ6YhHkpIRKUFN_hEqd7E?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1","https://www.google.com/maps?q=-3.22154,-52.2212999",revisado_com_pendencias,Revisar,pendências da fonte,cadastur | google_maps | youtube | visitaltamira
atm_0209,Pizzaria Nosso Sabor,empresa,Delivery de Pizza,alimentacao,"PIZZARIA NOSSO SABOR é um delivery de pizza localizado em Altamira/PA, no bairro Mutirão. O endereço é R. Papoula e o contato é (93) 99111-8340. As informações foram extraídas do Google Maps (2026-09-11).",Altamira,PA,R. Papoula,,Mutirão,,"-3,1784019","-52,2164391",(93) 99111-8340,,,,,,,,,,https://www.google.com/maps/place/PIZZARIA+NOSSO+SABOR/data=!4m7!3m6!1s0x929239b767c72b23:0xdbb669cdc4fa6505!8m2!3d-3.1784019!4d-52.2164391!16s%2Fg%2F11ggz57kkg!19sChIJIyvHZ7c5kpIRBWX6xM1ptts?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1784019,-52.2164391",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
atm_0210,Pizzaria Delivery 6 Sabores,empresa,Delivery de Pizza,alimentacao,Consolidado o registro da Pizzaria Delivery 6 Sabores em Altamira/PA. Endereço: Rua: Da amizade N: 1265 - Boa Esperança. Contato: (93) 99152-9500. Site: http://app.anota.ai/m/mDIOFmUww. Categoria principal: Delivery de Pizza.,Altamira,PA,Rua: da Amizade,1265,- Boa Esperança,,"-3,1946175","-52,2077579",(93) 99152-9500,,,http://app.anota.ai/m/mDIOFmUww,,,,,,,https://www.google.com/maps/place/Pizzaria+Delivery+6+Sabores/data=!4m7!3m6!1s0x929239004f4f510d:0x47545756d9077325!8m2!3d-3.1946175!4d-52.2077579!16s%2Fg%2F11h80jkxpd!19sChIJDVFPTwA5kpIRJXMH2VZXVEc?authuser=0&hl=pt-BR&g_ep=EgoyMDI2MDkwOC4wIJJjKgBIAVAD&rclk=1,"https://www.google.com/maps?q=-3.1946175,-52.2077579",revisado,Apto para conferência final,,cadastur | google_maps | youtube | visitaltamira
